Short Name,Full Name,Faculty,Category,Instructors,TAs,Session title,Section,Location,Guest teacher,Type,length,Date,Teaching strategy,Instruction type,topics,Specific objectives,Course Outcomes: all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 447 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 447 Fa17 - PSYCHIATRY Combined LEC SEM Fa17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 3rd year",Candace Necyk,,Session15,,TBA,Siraki,lecture,80 minutes,2017-11-23,Direct Lecture,face to face,Medicinal Chemistry/Pharmacology: Drugs of Abuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 447 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 447 Fa17 - PSYCHIATRY Combined LEC SEM Fa17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 3rd year",Candace Necyk,,Session 16,,TBA,Necyk,lecture,110 minutes,2017-11-24,Direct Lecture,face to face,"Substance Abuse Disorders  Part 1- Introduction, Recreational drugs/Alcohol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 447 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 447 Fa17 - PSYCHIATRY Combined LEC SEM Fa17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 3rd year",Candace Necyk,,Midterm Exam,,TBA,Necyk,lecture,110 minutes,2017-11-27,Other,face to face,Midterm Exam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 447 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 447 Fa17 - PSYCHIATRY Combined LEC SEM Fa17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 3rd year",Candace Necyk,,Session 18,,TBA,Baumback,lecture,80 minutes,2017-11-28,Direct Lecture,face to face,  Substance Abuse Disorders Part 2- Opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 447 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 447 Fa17 - PSYCHIATRY Combined LEC SEM Fa17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 3rd year",Candace Necyk,,Session 7,,TBA,Necyk,lecture,80 minutes,2017-11-07,Direct Lecture,face to face,Sleep Disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 447 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 447 Fa17 - PSYCHIATRY Combined LEC SEM Fa17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 3rd year",Candace Necyk,,Session 23,,TBA,Sadowksi,lecture,110 minutes,2017-12-04,Direct Lecture,face to face,Cognitive Impairment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 447 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 447 Fa17 - PSYCHIATRY Combined LEC SEM Fa17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 3rd year",Candace Necyk,,Final Exam,,TBA,Necyk,lecture,110 minutes,2017-12-13,Other,face to face,Final Exam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 447 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 447 Fa17 - PSYCHIATRY Combined LEC SEM Fa17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 3rd year",Candace Necyk,,Session 5,,TBA,Necyk,lecture,110 minutes,2017-11-06,Direct Lecture,face to face,Anxiety Disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 447 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 447 Fa17 - PSYCHIATRY Combined LEC SEM Fa17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 3rd year",Candace Necyk,,Session 8,,TBA,St. Arnaud/Necyk,lecture,110 minutes,2017-11-08,Direct Lecture,face to face,Cognitive Behavioral Therapy Interprofessional collaboration in mental health: psychology and pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 447 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 447 Fa17 - PSYCHIATRY Combined LEC SEM Fa17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 3rd year",Candace Necyk,,Session 11,,TBA,Lewczyk,lecture,110 minutes,2017-11-20,Direct Lecture,face to face,Schizophrenia Part 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 447 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 447 Fa17 - PSYCHIATRY Combined LEC SEM Fa17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 3rd year",Candace Necyk,,Session 12,,TBA,Lewczyk,lecture,80 minutes,2017-11-21,Direct Lecture,face to face,Schizophrenia Part 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 3,,ECHA L1 190,Dr. Paul Jurasz,lecture,80 minutes,2017-10-19,Direct Lecture,face to face,Blood & Circulation - White blood cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 11,,ECHA L1 190,Dr. Tammy Bungard,lecture,80 minutes,2017-11-28,Direct Lecture,face to face,"Thromboembolism, Anticoagulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 12,,ECHA L1 190,Dr. Tammy Bungard,lecture,80 minutes,2017-11-30,,face to face,"Thromboembolism, Anticoagulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 6,,ECHA L1 190,Dr. Christine Hughes,lecture,80 minutes,2017-10-31,Direct Lecture,face to face,Anemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Seminar,,"ECHA L1-430, L1-230, 1-498, 2-150",,seminar,110 minutes,2017-12-05,,face to face,Anticoagulation quiz and seminar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 1,,ECHA L1 190,Dr. Paul Jurasz,lecture,80 minutes,2017-10-12,Direct Lecture,face to face,Blood and Lymphatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 2,,ECHA L1 190,Dr. Paul Jurasz,lecture,80 minutes,2017-10-17,Direct Lecture,face to face,Blood & Circulation - Red blood cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 4,,ECHA L1 190,Dr. Paul Jurasz,lecture,80 minutes,2017-10-24,Direct Lecture,face to face,Blood & Circulation - Platelets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 5,,ECHA L1 190,Dr. Paul Jurasz,lecture,80 minutes,2017-10-26,Direct Lecture,face to face,"Iron products, Vitamin B12, Folates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,MIDTERM,,ECHA L1 190,Dr. Paul Jurasz,lecture,50 minutes,2017-11-02,,face to face,MIDTERM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 7,,ECHA L1 190,Dr. Paul Jurasz,lecture,80 minutes,2017-11-07,Direct Lecture,face to face,Pharmacology of Anti-platelet Drugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 8,,ECHA L1 190,Dr. Paul Jurasz,lecture,80 minutes,2017-11-09,Direct Lecture,face to face,Pharmacology of Anticoagulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 9,,ECHA L1 190,Dr. Tammy Bungard,lecture,80 minutes,2017-11-21,Direct Lecture,face to face,"Thromboembolism, Anticoagulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 10,,ECHA L1 190,Dr. Tammy Bungard,lecture,80 minutes,2017-11-23,,face to face,"Thromboembolism, Anticoagulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",Dr. Paul Jurasz,,Lecture 13,,ECHA L1-190,Dr. Paul Jurasz,lecture,80 minutes,2017-12-05,,face to face,"Bleeding, Thrombosis, Neoplastic disorders",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,Session 2,,MS 231,J. Shkrobot,lecture,170 minutes,2017-09-11,,face to face,Strategic planning; Developing and planning patient care services; Implementing and evaluating patient care services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,Session 3,,MS 231,J. Shkrobot,lecture,170 minutes,2017-09-18,,face to face,Financial management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,Session 4,,MS 231,J. Shkrobot,lecture,170 minutes,2017-09-19,,face to face,Payment for prescriptions in the retail sector; Pharmacy operations; Information management systems; Technology in practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,Session 5,,MS 231,J. Shkrobot,lecture,170 minutes,2017-09-25,,face to face,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,Session 6,,MS 231,J. Shkrobot,lecture,170 minutes,2017-10-02,,face to face,Inventory management; Human resource management; Recruitment and hiring strategies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,MIDTERM,,TBD,,lecture,110 minutes,2017-10-16,,face to face,MIDTERM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,Session 7,,MS 231,J. Shkrobot,lecture,170 minutes,2017-10-23,,face to face,Performance management; Desirable workplaces; Managing conflict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,Session 8,,MS 231,,lecture,170 minutes,2017-10-30,,face to face,BUSINESS PLAN PRESENTATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,Session 9,,MS 227,,lecture,170 minutes,2017-11-07,,face to face,BUSINESS PLAN PRESENTATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,Session 10,,MS 231,J. Shkrobot,lecture,170 minutes,2017-11-20,,face to face,Leadership and management; Management essentials; Managing change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,Session 11,,MS 231,J. Shkrobot,lecture,170 minutes,2017-11-27,,face to face,Quality assurance and improvement; Managing risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,Session 12,,MS 231,J. Shkrobot,lecture,170 minutes,2017-12-04,,face to face,Legal requirements; Ethical considerations; Final exam preparation / course evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,FINAL,,TBD,,lecture,110 minutes,2017-12-11,,face to face,FINAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa17),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,"BSc in Pharmacy, ",Jody Shkrobot,,Session 1,,MS 231,J. Shkrobot,lecture,170 minutes,2017-09-07,,face to face,Course introduction; Canadian pharmacy business environment; Pharmacy business planning; Market analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,FINAL,,TBA,,Exam,80 minutes,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 23,,MS 231,M. Doschak,Lecture,80 minutes,2017-12-08,,,Flipped-Classroom study session 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 22,,MS 231,M. Doschak,Lecture,80 minutes,2017-12-06,,,Immune Disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 21,,MS 231,M. Doschak,Lecture,80 minutes,2017-12-04,,,Vaccines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 20,,ECHA 2-190,M. Doschak,Lecture,80 minutes,2017-12-01,,,Bodys Defense Against Infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 19,,MS 231,M. Doschak,Lecture,80 minutes,2017-11-30,,,Flipped-Classroom  study session 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 18,,MS 231,M. Doschak,Lecture,80 minutes,2017-11-29,,,Humoral Immunity and Complement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 17,,MS 231,M. Doschak,Lecture,80 minutes,2017-11-27,,,Cell-mediated Immunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 16,,ECHA 2-190,M. Doschak,Lecture,80 minutes,2017-11-24,,,Immunoassays and ELISA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 15,,MS 231,M. Doschak,Lecture,80 minutes,2017-11-23,,,Hybridoma and Phage Display Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 14,,MS 231,M. Doschak,Lecture,80 minutes,2017-11-22,,,Aby Structure and B-cell Diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 13,,MS 231,M. Doschak,Lecture,80 minutes,2017-11-20,,,Elements of the Immune System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 12,,ECHA 2-190,W. Asghar,Lecture,80 minutes,2017-11-10,,,Cytokines as Therapeutics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 11,,,,,,2017-11-09,,,No class  study session 3 (self-study),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 10,,MS 231,W. Dixon,Lecture,80 minutes,2017-11-08,,,Stem Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 9,,MS 231,D. Wishart,Lecture,80 minutes,2017-11-06,,,Protein Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,MIDTERM,,,,Exam,,2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 8,,,,,,2017-11-02,,,No class  study session 2 (self-study),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 7,,MS 231,W. Asgar,Lecture,80 minutes,2017-11-01,,,Drug Delivery Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 6,,MS 231,W. Dixon,Lecture,80 minutes,2017-10-30,,,Transgenic Animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 5,,MS 231,G. Haggag,Lecture,80 minutes,2017-10-27,,,Antisense Therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 4,,MS 231,M. Doschak,Lecture,80 minutes,2017-10-26,,,Flipped-Classroom; study session 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 3,,ECHA 2-190,M. Doschak,Lecture,80 minutes,2017-10-25,,,PCR / Gene Therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 2,,MS 231,M. Doschak,Lecture,80 minutes,2017-10-23,,,"Protein biosynthesis and regulation of gene expression, Polymerase chain reaction and applications, Isolation of cloned genes, Recombinant DNA Technology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
